split,img_id,image_path,label_id,label_name,orig_height,orig_width
train,train_000072,out/images/train/train_000072.jpg,1,barretts-short-segment,1012,1221
train,train_000073,out/images/train/train_000073.jpg,1,barretts-short-segment,1071,1349
train,train_000074,out/images/train/train_000074.jpg,1,barretts-short-segment,1013,1221
train,train_000075,out/images/train/train_000075.jpg,2,bbps-0-1,532,633
train,train_000076,out/images/train/train_000076.jpg,2,bbps-0-1,531,633
train,train_000077,out/images/train/train_000077.jpg,2,bbps-0-1,532,633
train,train_000078,out/images/train/train_000078.jpg,2,bbps-0-1,530,607
train,train_000079,out/images/train/train_000079.jpg,2,bbps-0-1,532,633
train,train_000080,out/images/train/train_000080.jpg,2,bbps-0-1,531,633
train,train_000081,out/images/train/train_000081.jpg,2,bbps-0-1,531,607
train,train_000082,out/images/train/train_000082.jpg,2,bbps-0-1,531,603
train,train_000083,out/images/train/train_000083.jpg,2,bbps-0-1,531,609
train,train_000084,out/images/train/train_000084.jpg,2,bbps-0-1,531,633
train,train_000085,out/images/train/train_000085.jpg,2,bbps-0-1,532,633
train,train_000086,out/images/train/train_000086.jpg,2,bbps-0-1,532,584
train,train_000087,out/images/train/train_000087.jpg,2,bbps-0-1,531,621
train,train_000088,out/images/train/train_000088.jpg,2,bbps-0-1,532,633
train,train_000089,out/images/train/train_000089.jpg,2,bbps-0-1,531,633
train,train_000090,out/images/train/train_000090.jpg,2,bbps-0-1,531,633
train,train_000091,out/images/train/train_000091.jpg,2,bbps-0-1,532,633
train,train_000092,out/images/train/train_000092.jpg,2,bbps-0-1,532,633
train,train_000093,out/images/train/train_000093.jpg,2,bbps-0-1,532,633
train,train_000094,out/images/train/train_000094.jpg,2,bbps-0-1,547,635
train,train_000095,out/images/train/train_000095.jpg,2,bbps-0-1,532,633
train,train_000096,out/images/train/train_000096.jpg,2,bbps-0-1,531,633
train,train_000097,out/images/train/train_000097.jpg,2,bbps-0-1,548,635
train,train_000098,out/images/train/train_000098.jpg,2,bbps-0-1,531,633
train,train_000099,out/images/train/train_000099.jpg,2,bbps-0-1,531,633
train,train_000100,out/images/train/train_000100.jpg,2,bbps-0-1,532,633
train,train_000101,out/images/train/train_000101.jpg,2,bbps-0-1,548,635
train,train_000102,out/images/train/train_000102.jpg,2,bbps-0-1,531,567
train,train_000103,out/images/train/train_000103.jpg,2,bbps-0-1,530,607
train,train_000104,out/images/train/train_000104.jpg,2,bbps-0-1,532,633
train,train_000105,out/images/train/train_000105.jpg,2,bbps-0-1,531,633
train,train_000106,out/images/train/train_000106.jpg,2,bbps-0-1,548,635
train,train_000107,out/images/train/train_000107.jpg,2,bbps-0-1,531,633
train,train_000108,out/images/train/train_000108.jpg,2,bbps-0-1,532,633
train,train_000109,out/images/train/train_000109.jpg,2,bbps-0-1,548,635
train,train_000110,out/images/train/train_000110.jpg,2,bbps-0-1,532,633
train,train_000111,out/images/train/train_000111.jpg,2,bbps-0-1,531,633
train,train_000112,out/images/train/train_000112.jpg,2,bbps-0-1,531,633
train,train_000113,out/images/train/train_000113.jpg,2,bbps-0-1,532,633
train,train_000114,out/images/train/train_000114.jpg,2,bbps-0-1,531,633
train,train_000115,out/images/train/train_000115.jpg,2,bbps-0-1,531,633
train,train_000116,out/images/train/train_000116.jpg,2,bbps-0-1,531,633
train,train_000117,out/images/train/train_000117.jpg,2,bbps-0-1,547,635
train,train_000118,out/images/train/train_000118.jpg,2,bbps-0-1,531,633
train,train_000119,out/images/train/train_000119.jpg,2,bbps-0-1,548,635
train,train_000120,out/images/train/train_000120.jpg,2,bbps-0-1,532,633
train,train_000121,out/images/train/train_000121.jpg,2,bbps-0-1,532,633
train,train_000122,out/images/train/train_000122.jpg,2,bbps-0-1,531,633
train,train_000123,out/images/train/train_000123.jpg,2,bbps-0-1,531,607
train,train_000124,out/images/train/train_000124.jpg,2,bbps-0-1,531,633
train,train_000125,out/images/train/train_000125.jpg,2,bbps-0-1,531,633
train,train_000126,out/images/train/train_000126.jpg,2,bbps-0-1,531,633
train,train_000127,out/images/train/train_000127.jpg,2,bbps-0-1,532,633
train,train_000128,out/images/train/train_000128.jpg,2,bbps-0-1,531,633
train,train_000129,out/images/train/train_000129.jpg,2,bbps-0-1,531,633
train,train_000130,out/images/train/train_000130.jpg,2,bbps-0-1,531,633
train,train_000131,out/images/train/train_000131.jpg,2,bbps-0-1,531,633
train,train_000132,out/images/train/train_000132.jpg,2,bbps-0-1,531,633
train,train_000133,out/images/train/train_000133.jpg,2,bbps-0-1,532,633
train,train_000134,out/images/train/train_000134.jpg,2,bbps-0-1,532,633
train,train_000135,out/images/train/train_000135.jpg,2,bbps-0-1,548,635
train,train_000136,out/images/train/train_000136.jpg,2,bbps-0-1,531,633
train,train_000137,out/images/train/train_000137.jpg,2,bbps-0-1,531,633
train,train_000138,out/images/train/train_000138.jpg,2,bbps-0-1,532,633
train,train_000139,out/images/train/train_000139.jpg,2,bbps-0-1,532,633
train,train_000140,out/images/train/train_000140.jpg,2,bbps-0-1,531,633
train,train_000141,out/images/train/train_000141.jpg,2,bbps-0-1,532,633
train,train_000142,out/images/train/train_000142.jpg,2,bbps-0-1,531,607
train,train_000143,out/images/train/train_000143.jpg,2,bbps-0-1,530,621
train,train_000144,out/images/train/train_000144.jpg,2,bbps-0-1,548,635
train,train_000145,out/images/train/train_000145.jpg,2,bbps-0-1,531,609
train,train_000146,out/images/train/train_000146.jpg,2,bbps-0-1,531,633
train,train_000147,out/images/train/train_000147.jpg,2,bbps-0-1,547,635
train,train_000148,out/images/train/train_000148.jpg,2,bbps-0-1,531,633
train,train_000149,out/images/train/train_000149.jpg,2,bbps-0-1,530,623
train,train_000150,out/images/train/train_000150.jpg,2,bbps-0-1,548,635
train,train_000151,out/images/train/train_000151.jpg,2,bbps-0-1,531,633
train,train_000152,out/images/train/train_000152.jpg,2,bbps-0-1,532,633
train,train_000153,out/images/train/train_000153.jpg,2,bbps-0-1,532,633
train,train_000154,out/images/train/train_000154.jpg,2,bbps-0-1,532,633
train,train_000155,out/images/train/train_000155.jpg,2,bbps-0-1,532,633
train,train_000156,out/images/train/train_000156.jpg,2,bbps-0-1,532,633
train,train_000157,out/images/train/train_000157.jpg,2,bbps-0-1,532,633
train,train_000158,out/images/train/train_000158.jpg,2,bbps-0-1,532,633
train,train_000159,out/images/train/train_000159.jpg,2,bbps-0-1,548,630
train,train_000160,out/images/train/train_000160.jpg,2,bbps-0-1,532,633
train,train_000161,out/images/train/train_000161.jpg,2,bbps-0-1,531,633
train,train_000162,out/images/train/train_000162.jpg,2,bbps-0-1,531,633
train,train_000163,out/images/train/train_000163.jpg,2,bbps-0-1,547,635
train,train_000164,out/images/train/train_000164.jpg,2,bbps-0-1,531,633
train,train_000165,out/images/train/train_000165.jpg,2,bbps-0-1,531,600
train,train_000166,out/images/train/train_000166.jpg,2,bbps-0-1,548,635
train,train_000167,out/images/train/train_000167.jpg,2,bbps-0-1,561,627
train,train_000168,out/images/train/train_000168.jpg,2,bbps-0-1,532,633
train,train_000169,out/images/train/train_000169.jpg,2,bbps-0-1,531,633
train,train_000170,out/images/train/train_000170.jpg,2,bbps-0-1,531,633
train,train_000171,out/images/train/train_000171.jpg,2,bbps-0-1,532,633
train,train_000172,out/images/train/train_000172.jpg,2,bbps-0-1,531,633
train,train_000173,out/images/train/train_000173.jpg,2,bbps-0-1,527,603
train,train_000174,out/images/train/train_000174.jpg,2,bbps-0-1,531,633
train,train_000175,out/images/train/train_000175.jpg,2,bbps-0-1,532,633
train,train_000176,out/images/train/train_000176.jpg,2,bbps-0-1,547,635
train,train_000177,out/images/train/train_000177.jpg,2,bbps-0-1,531,633
train,train_000178,out/images/train/train_000178.jpg,2,bbps-0-1,548,635
train,train_000179,out/images/train/train_000179.jpg,2,bbps-0-1,561,627
train,train_000180,out/images/train/train_000180.jpg,2,bbps-0-1,519,581
train,train_000181,out/images/train/train_000181.jpg,2,bbps-0-1,532,633
train,train_000182,out/images/train/train_000182.jpg,2,bbps-0-1,532,633
train,train_000183,out/images/train/train_000183.jpg,2,bbps-0-1,547,635
train,train_000184,out/images/train/train_000184.jpg,2,bbps-0-1,531,633
train,train_000185,out/images/train/train_000185.jpg,2,bbps-0-1,531,616
train,train_000186,out/images/train/train_000186.jpg,2,bbps-0-1,531,633
train,train_000187,out/images/train/train_000187.jpg,2,bbps-0-1,532,633
train,train_000188,out/images/train/train_000188.jpg,2,bbps-0-1,532,633
train,train_000189,out/images/train/train_000189.jpg,2,bbps-0-1,547,635
train,train_000190,out/images/train/train_000190.jpg,2,bbps-0-1,531,582
train,train_000191,out/images/train/train_000191.jpg,2,bbps-0-1,519,576
train,train_000192,out/images/train/train_000192.jpg,2,bbps-0-1,532,633
train,train_000193,out/images/train/train_000193.jpg,2,bbps-0-1,547,635
train,train_000194,out/images/train/train_000194.jpg,2,bbps-0-1,531,633
train,train_000195,out/images/train/train_000195.jpg,2,bbps-0-1,532,633
train,train_000196,out/images/train/train_000196.jpg,2,bbps-0-1,530,632
train,train_000197,out/images/train/train_000197.jpg,2,bbps-0-1,532,633
train,train_000198,out/images/train/train_000198.jpg,2,bbps-0-1,531,633
train,train_000199,out/images/train/train_000199.jpg,2,bbps-0-1,532,572
train,train_000200,out/images/train/train_000200.jpg,2,bbps-0-1,532,633
train,train_000201,out/images/train/train_000201.jpg,2,bbps-0-1,532,633
train,train_000202,out/images/train/train_000202.jpg,2,bbps-0-1,531,633
train,train_000203,out/images/train/train_000203.jpg,2,bbps-0-1,531,633
train,train_000204,out/images/train/train_000204.jpg,2,bbps-0-1,548,635
train,train_000205,out/images/train/train_000205.jpg,2,bbps-0-1,531,633
train,train_000206,out/images/train/train_000206.jpg,2,bbps-0-1,560,627
train,train_000207,out/images/train/train_000207.jpg,2,bbps-0-1,547,635
train,train_000208,out/images/train/train_000208.jpg,2,bbps-0-1,531,633
train,train_000209,out/images/train/train_000209.jpg,2,bbps-0-1,548,635
train,train_000210,out/images/train/train_000210.jpg,2,bbps-0-1,561,627
train,train_000211,out/images/train/train_000211.jpg,2,bbps-0-1,531,614
train,train_000212,out/images/train/train_000212.jpg,2,bbps-0-1,548,635
train,train_000213,out/images/train/train_000213.jpg,2,bbps-0-1,531,633
train,train_000214,out/images/train/train_000214.jpg,2,bbps-0-1,531,633
train,train_000215,out/images/train/train_000215.jpg,2,bbps-0-1,532,633
train,train_000216,out/images/train/train_000216.jpg,2,bbps-0-1,531,633
train,train_000217,out/images/train/train_000217.jpg,2,bbps-0-1,532,633
train,train_000218,out/images/train/train_000218.jpg,2,bbps-0-1,531,633
train,train_000219,out/images/train/train_000219.jpg,2,bbps-0-1,548,627
train,train_000220,out/images/train/train_000220.jpg,2,bbps-0-1,531,633
train,train_000221,out/images/train/train_000221.jpg,2,bbps-0-1,529,603
train,train_000222,out/images/train/train_000222.jpg,2,bbps-0-1,548,627
train,train_000223,out/images/train/train_000223.jpg,2,bbps-0-1,532,633
train,train_000224,out/images/train/train_000224.jpg,2,bbps-0-1,532,633
train,train_000225,out/images/train/train_000225.jpg,2,bbps-0-1,531,633
train,train_000226,out/images/train/train_000226.jpg,2,bbps-0-1,531,633
train,train_000227,out/images/train/train_000227.jpg,2,bbps-0-1,530,595
train,train_000228,out/images/train/train_000228.jpg,2,bbps-0-1,532,633
train,train_000229,out/images/train/train_000229.jpg,2,bbps-0-1,532,633
train,train_000230,out/images/train/train_000230.jpg,2,bbps-0-1,548,627
train,train_000231,out/images/train/train_000231.jpg,2,bbps-0-1,560,627
train,train_000232,out/images/train/train_000232.jpg,2,bbps-0-1,531,633
train,train_000233,out/images/train/train_000233.jpg,2,bbps-0-1,547,635
train,train_000234,out/images/train/train_000234.jpg,2,bbps-0-1,548,627
train,train_000235,out/images/train/train_000235.jpg,2,bbps-0-1,532,633
train,train_000236,out/images/train/train_000236.jpg,2,bbps-0-1,532,633
train,train_000237,out/images/train/train_000237.jpg,2,bbps-0-1,548,630
train,train_000238,out/images/train/train_000238.jpg,2,bbps-0-1,532,590
train,train_000239,out/images/train/train_000239.jpg,2,bbps-0-1,531,633
train,train_000240,out/images/train/train_000240.jpg,2,bbps-0-1,532,633
train,train_000241,out/images/train/train_000241.jpg,2,bbps-0-1,530,619
train,train_000242,out/images/train/train_000242.jpg,2,bbps-0-1,548,627
train,train_000243,out/images/train/train_000243.jpg,2,bbps-0-1,528,597
train,train_000244,out/images/train/train_000244.jpg,2,bbps-0-1,531,633
train,train_000245,out/images/train/train_000245.jpg,2,bbps-0-1,529,633
train,train_000246,out/images/train/train_000246.jpg,2,bbps-0-1,532,633
train,train_000247,out/images/train/train_000247.jpg,2,bbps-0-1,561,627
train,train_000248,out/images/train/train_000248.jpg,2,bbps-0-1,531,633
train,train_000249,out/images/train/train_000249.jpg,2,bbps-0-1,547,635
train,train_000250,out/images/train/train_000250.jpg,2,bbps-0-1,560,627
train,train_000251,out/images/train/train_000251.jpg,2,bbps-0-1,531,633
train,train_000252,out/images/train/train_000252.jpg,2,bbps-0-1,531,633
train,train_000253,out/images/train/train_000253.jpg,2,bbps-0-1,548,635
train,train_000254,out/images/train/train_000254.jpg,2,bbps-0-1,547,635
train,train_000255,out/images/train/train_000255.jpg,2,bbps-0-1,532,633
train,train_000256,out/images/train/train_000256.jpg,2,bbps-0-1,529,619
train,train_000257,out/images/train/train_000257.jpg,2,bbps-0-1,531,633
train,train_000258,out/images/train/train_000258.jpg,2,bbps-0-1,531,603
train,train_000259,out/images/train/train_000259.jpg,2,bbps-0-1,548,627
train,train_000260,out/images/train/train_000260.jpg,2,bbps-0-1,531,633
train,train_000261,out/images/train/train_000261.jpg,2,bbps-0-1,531,633
train,train_000262,out/images/train/train_000262.jpg,2,bbps-0-1,531,633
train,train_000263,out/images/train/train_000263.jpg,2,bbps-0-1,532,633
train,train_000264,out/images/train/train_000264.jpg,2,bbps-0-1,532,633
train,train_000265,out/images/train/train_000265.jpg,2,bbps-0-1,530,607
train,train_000266,out/images/train/train_000266.jpg,2,bbps-0-1,532,633
train,train_000267,out/images/train/train_000267.jpg,2,bbps-0-1,531,633
train,train_000268,out/images/train/train_000268.jpg,2,bbps-0-1,531,633
train,train_000269,out/images/train/train_000269.jpg,2,bbps-0-1,531,633
train,train_000270,out/images/train/train_000270.jpg,2,bbps-0-1,532,633
train,train_000271,out/images/train/train_000271.jpg,2,bbps-0-1,532,632
train,train_000272,out/images/train/train_000272.jpg,2,bbps-0-1,530,587
train,train_000273,out/images/train/train_000273.jpg,2,bbps-0-1,531,633
train,train_000274,out/images/train/train_000274.jpg,2,bbps-0-1,531,632
train,train_000275,out/images/train/train_000275.jpg,2,bbps-0-1,548,627
train,train_000276,out/images/train/train_000276.jpg,2,bbps-0-1,530,622
train,train_000277,out/images/train/train_000277.jpg,2,bbps-0-1,531,633
train,train_000278,out/images/train/train_000278.jpg,2,bbps-0-1,532,633
train,train_000279,out/images/train/train_000279.jpg,2,bbps-0-1,548,635
train,train_000280,out/images/train/train_000280.jpg,2,bbps-0-1,548,635
train,train_000281,out/images/train/train_000281.jpg,2,bbps-0-1,532,633
train,train_000282,out/images/train/train_000282.jpg,2,bbps-0-1,531,632
train,train_000283,out/images/train/train_000283.jpg,2,bbps-0-1,531,633
train,train_000284,out/images/train/train_000284.jpg,2,bbps-0-1,532,633
train,train_000285,out/images/train/train_000285.jpg,2,bbps-0-1,531,633
train,train_000286,out/images/train/train_000286.jpg,2,bbps-0-1,547,635
train,train_000287,out/images/train/train_000287.jpg,2,bbps-0-1,532,633
train,train_000288,out/images/train/train_000288.jpg,2,bbps-0-1,532,633
train,train_000289,out/images/train/train_000289.jpg,2,bbps-0-1,531,633
train,train_000290,out/images/train/train_000290.jpg,2,bbps-0-1,526,573
train,train_000291,out/images/train/train_000291.jpg,2,bbps-0-1,531,587
train,train_000292,out/images/train/train_000292.jpg,2,bbps-0-1,530,623
train,train_000293,out/images/train/train_000293.jpg,2,bbps-0-1,532,633
train,train_000294,out/images/train/train_000294.jpg,2,bbps-0-1,531,633
train,train_000295,out/images/train/train_000295.jpg,2,bbps-0-1,548,635
train,train_000296,out/images/train/train_000296.jpg,2,bbps-0-1,548,627
train,train_000297,out/images/train/train_000297.jpg,2,bbps-0-1,531,609
train,train_000298,out/images/train/train_000298.jpg,2,bbps-0-1,531,633
train,train_000299,out/images/train/train_000299.jpg,2,bbps-0-1,531,633
train,train_000300,out/images/train/train_000300.jpg,2,bbps-0-1,531,633
train,train_000301,out/images/train/train_000301.jpg,2,bbps-0-1,531,620
train,train_000302,out/images/train/train_000302.jpg,2,bbps-0-1,531,633
train,train_000303,out/images/train/train_000303.jpg,2,bbps-0-1,532,633
train,train_000304,out/images/train/train_000304.jpg,2,bbps-0-1,532,633
train,train_000305,out/images/train/train_000305.jpg,2,bbps-0-1,531,633
train,train_000306,out/images/train/train_000306.jpg,2,bbps-0-1,548,635
train,train_000307,out/images/train/train_000307.jpg,2,bbps-0-1,531,633
train,train_000308,out/images/train/train_000308.jpg,2,bbps-0-1,532,633
train,train_000309,out/images/train/train_000309.jpg,2,bbps-0-1,532,633
train,train_000310,out/images/train/train_000310.jpg,2,bbps-0-1,532,633
train,train_000311,out/images/train/train_000311.jpg,2,bbps-0-1,531,633
train,train_000312,out/images/train/train_000312.jpg,2,bbps-0-1,548,635
train,train_000313,out/images/train/train_000313.jpg,2,bbps-0-1,532,633
train,train_000314,out/images/train/train_000314.jpg,2,bbps-0-1,531,622
train,train_000315,out/images/train/train_000315.jpg,2,bbps-0-1,532,633
train,train_000316,out/images/train/train_000316.jpg,2,bbps-0-1,530,622
train,train_000317,out/images/train/train_000317.jpg,2,bbps-0-1,532,633
train,train_000318,out/images/train/train_000318.jpg,2,bbps-0-1,532,633
train,train_000319,out/images/train/train_000319.jpg,2,bbps-0-1,531,633
train,train_000320,out/images/train/train_000320.jpg,2,bbps-0-1,532,633
train,train_000321,out/images/train/train_000321.jpg,2,bbps-0-1,548,627
train,train_000322,out/images/train/train_000322.jpg,2,bbps-0-1,531,633
train,train_000323,out/images/train/train_000323.jpg,2,bbps-0-1,548,635
train,train_000324,out/images/train/train_000324.jpg,2,bbps-0-1,530,575
train,train_000325,out/images/train/train_000325.jpg,2,bbps-0-1,530,603
train,train_000326,out/images/train/train_000326.jpg,2,bbps-0-1,532,633
train,train_000327,out/images/train/train_000327.jpg,2,bbps-0-1,532,633
train,train_000328,out/images/train/train_000328.jpg,2,bbps-0-1,532,633
train,train_000329,out/images/train/train_000329.jpg,2,bbps-0-1,532,633
train,train_000330,out/images/train/train_000330.jpg,2,bbps-0-1,532,633
train,train_000331,out/images/train/train_000331.jpg,2,bbps-0-1,548,635
train,train_000332,out/images/train/train_000332.jpg,2,bbps-0-1,532,633
train,train_000333,out/images/train/train_000333.jpg,2,bbps-0-1,532,633
train,train_000334,out/images/train/train_000334.jpg,2,bbps-0-1,531,633
train,train_000335,out/images/train/train_000335.jpg,2,bbps-0-1,531,633
train,train_000336,out/images/train/train_000336.jpg,2,bbps-0-1,547,635
train,train_000337,out/images/train/train_000337.jpg,2,bbps-0-1,532,633
train,train_000338,out/images/train/train_000338.jpg,2,bbps-0-1,532,633
train,train_000339,out/images/train/train_000339.jpg,2,bbps-0-1,531,633
train,train_000340,out/images/train/train_000340.jpg,2,bbps-0-1,532,633
train,train_000341,out/images/train/train_000341.jpg,2,bbps-0-1,531,632
train,train_000342,out/images/train/train_000342.jpg,2,bbps-0-1,532,633
train,train_000343,out/images/train/train_000343.jpg,2,bbps-0-1,521,633
train,train_000344,out/images/train/train_000344.jpg,2,bbps-0-1,531,609
train,train_000345,out/images/train/train_000345.jpg,2,bbps-0-1,532,633
train,train_000346,out/images/train/train_000346.jpg,2,bbps-0-1,548,635
train,train_000347,out/images/train/train_000347.jpg,2,bbps-0-1,531,633
train,train_000348,out/images/train/train_000348.jpg,2,bbps-0-1,531,633
train,train_000349,out/images/train/train_000349.jpg,2,bbps-0-1,531,633
train,train_000350,out/images/train/train_000350.jpg,2,bbps-0-1,531,633
train,train_000351,out/images/train/train_000351.jpg,2,bbps-0-1,532,633
train,train_000352,out/images/train/train_000352.jpg,2,bbps-0-1,531,607
train,train_000353,out/images/train/train_000353.jpg,2,bbps-0-1,548,635
train,train_000354,out/images/train/train_000354.jpg,2,bbps-0-1,532,633
train,train_000355,out/images/train/train_000355.jpg,2,bbps-0-1,532,633
train,train_000356,out/images/train/train_000356.jpg,2,bbps-0-1,531,633
train,train_000357,out/images/train/train_000357.jpg,2,bbps-0-1,531,633
train,train_000358,out/images/train/train_000358.jpg,2,bbps-0-1,548,635
train,train_000359,out/images/train/train_000359.jpg,2,bbps-0-1,548,635
train,train_000360,out/images/train/train_000360.jpg,2,bbps-0-1,531,633
train,train_000361,out/images/train/train_000361.jpg,2,bbps-0-1,531,633
train,train_000362,out/images/train/train_000362.jpg,2,bbps-0-1,530,622
train,train_000363,out/images/train/train_000363.jpg,2,bbps-0-1,526,576
train,train_000364,out/images/train/train_000364.jpg,2,bbps-0-1,532,633
train,train_000365,out/images/train/train_000365.jpg,2,bbps-0-1,532,633
train,train_000366,out/images/train/train_000366.jpg,2,bbps-0-1,531,633
train,train_000367,out/images/train/train_000367.jpg,2,bbps-0-1,532,633
train,train_000368,out/images/train/train_000368.jpg,2,bbps-0-1,531,633
train,train_000369,out/images/train/train_000369.jpg,2,bbps-0-1,531,633
train,train_000370,out/images/train/train_000370.jpg,2,bbps-0-1,531,633
train,train_000371,out/images/train/train_000371.jpg,2,bbps-0-1,548,627
train,train_000372,out/images/train/train_000372.jpg,2,bbps-0-1,548,627
train,train_000373,out/images/train/train_000373.jpg,2,bbps-0-1,532,633
train,train_000374,out/images/train/train_000374.jpg,2,bbps-0-1,531,633
train,train_000375,out/images/train/train_000375.jpg,2,bbps-0-1,529,597
train,train_000376,out/images/train/train_000376.jpg,2,bbps-0-1,532,633
train,train_000377,out/images/train/train_000377.jpg,2,bbps-0-1,531,633
train,train_000378,out/images/train/train_000378.jpg,2,bbps-0-1,531,633
train,train_000379,out/images/train/train_000379.jpg,2,bbps-0-1,531,633
train,train_000380,out/images/train/train_000380.jpg,2,bbps-0-1,531,633
train,train_000381,out/images/train/train_000381.jpg,2,bbps-0-1,532,633
train,train_000382,out/images/train/train_000382.jpg,2,bbps-0-1,548,627
train,train_000383,out/images/train/train_000383.jpg,2,bbps-0-1,530,631
train,train_000384,out/images/train/train_000384.jpg,2,bbps-0-1,532,633
train,train_000385,out/images/train/train_000385.jpg,2,bbps-0-1,548,635
